Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Type_of_order,Type_of_vehicle,temperature,humidity,precipitation,weather_description,Traffic_Level,Distance_km,TARGET
37.0,4.1,13.029198,77.570997,13.059198,77.600997,Buffet ,motorcycle ,19.39,92.0,0.0,mist,Moderate,7.03,26.06666667
31.0,4.0,17.458998,78.500366,17.548998,78.590366,Snack ,scooter ,22.74,60.0,0.0,haze,High,22.23,46.21666667
34.0,4.6,23.354422,85.3329,23.464422,85.4429,Snack ,scooter ,20.3,63.0,0.0,scattered clouds,High,17.44,43.23333333
29.0,4.6,17.483216,78.552111,17.533216,78.602111,Meal ,motorcycle ,22.89,60.0,0.0,haze,Moderate,9.16,25.93333333
30.0,5.0,18.994237,72.825553,19.024237,72.855553,Meal ,motorcycle ,27.98,57.0,0.0,smoke,Moderate,8.23,26.75
38.0,4.4,25.45235,81.841889,25.56235,81.951889,Drinks ,motorcycle ,25.02,44.0,0.0,clear sky,Very High,31.86,59.71666667
20.0,4.7,12.949934,77.699386,13.009934,77.759386,Buffet ,motorcycle ,23.11,74.0,0.0,haze,High,13.62,38.95
22.0,4.8,0.0,0.0,0.08,0.08,Buffet ,motorcycle ,26.25,85.0,0.0,overcast clouds,High,13.4,35.98333333
21.0,4.5,12.325461,76.632278,12.455461,76.762278,Snack ,motorcycle ,20.23,67.0,0.0,clear sky,High,25.51,45.08333333
24.0,4.4,11.003669,76.976494,11.023669,76.996494,Buffet ,motorcycle ,24.95,73.0,0.0,mist,Very Low,3.75,15.66666667
35.0,4.9,27.195928,77.998092,27.325928,78.128092,Meal ,motorcycle ,21.37,53.0,0.0,clear sky,Very High,22.5,48.91666667
21.0,4.7,10.003064,76.307589,10.043064,76.347589,Meal ,motorcycle ,23.95,88.0,0.0,mist,Moderate,7.57,25.1
31.0,4.8,23.359194,85.325447,23.419194,85.385447,Buffet ,electric_scooter ,17.84,68.0,0.0,clear sky,High,11.34,41.43333333
26.0,4.9,12.933298,77.614293,12.973298,77.654293,Buffet ,electric_scooter ,23.19,72.0,0.0,haze,Moderate,8.96,27.73333333
28.0,4.5,13.081878,80.248519,13.141878,80.308519,Buffet ,motorcycle ,26.39,88.0,0.0,scattered clouds,High,12.17,46.76666667
23.0,4.8,23.369746,85.33982,23.419746,85.38982,Buffet ,motorcycle ,20.17,83.0,0.0,mist,High,10.62,38.11666667
22.0,4.9,12.933284,77.615428,12.993284,77.675428,Meal ,motorcycle ,19.6,92.0,0.0,mist,High,15.21,42.2
29.0,4.6,13.026279,80.174568,13.086279,80.234568,Drinks ,motorcycle ,28.35,81.0,0.0,mist,High,13.58,47.66666667
34.0,3.6,30.893384,75.821202,31.033384,75.961202,Snack ,scooter ,23.37,39.0,0.0,clear sky,Very High,43.47,58.26666667
21.0,4.9,21.160522,72.771477,21.220522,72.831477,Drinks ,scooter ,23.16,43.0,0.0,clear sky,Moderate,10.58,31.16666667
33.0,4.9,18.55144,73.804855,18.62144,73.874855,Snack ,motorcycle ,18.97,65.0,0.0,clear sky,High,17.24,47.46666667
31.0,4.9,17.411028,78.329645,17.421028,78.339645,Meal ,electric_scooter ,22.77,60.0,0.0,haze,Very Low,1.83,8.0
33.0,5.0,19.221315,72.862381,19.241315,72.882381,Buffet ,scooter ,28.29,54.0,0.0,smoke,Low,4.36,21.45
30.0,5.0,21.173493,72.801953,21.193493,72.821953,Snack ,scooter ,23.39,44.0,0.0,clear sky,Low,3.79,16.8
28.0,5.0,26.474133,80.3481,26.604133,80.4781,Snack ,scooter ,22.99,43.0,0.0,clear sky,Very High,25.63,59.6
27.0,4.7,30.914057,75.83982,30.934057,75.85982,Buffet ,motorcycle ,23.9,38.0,0.0,clear sky,Low,4.43,16.86666667
39.0,4.6,30.885915,75.788259,30.895915,75.798259,Drinks ,scooter ,19.08,57.0,0.0,clear sky,Very Low,2.81,15.63333333
24.0,4.6,0.0,0.0,0.05,0.05,Meal ,motorcycle ,26.26,85.0,0.0,overcast clouds,High,13.4,35.98333333
38.0,4.5,22.722634,75.886959,22.732634,75.896959,Drinks ,electric_scooter ,17.08,72.0,0.0,haze,Very Low,2.21,19.68333333
21.0,4.8,21.149669,72.772629,21.209669,72.832629,Buffet ,motorcycle ,24.93,73.0,0.0,mist,Moderate,12.56,30.53333333
28.0,4.9,19.120083,72.907385,19.140083,72.927385,Buffet ,scooter ,27.92,57.0,0.0,smoke,Low,4.99,25.2
27.0,4.5,0.0,0.0,0.03,0.03,Drinks ,motorcycle ,26.28,85.0,0.1,light rain,High,13.4,35.98333333
26.0,4.8,11.006686,76.951736,11.076686,77.021736,Meal ,electric_scooter ,25.95,73.0,0.0,haze,High,13.62,32.41666667
25.0,4.1,22.760072,75.892574,22.850072,75.982574,Drinks ,motorcycle ,22.26,44.0,0.0,clear sky,High,16.74,45.23333333
33.0,4.9,12.979166,77.640709,13.019166,77.680709,Snack ,scooter ,22.65,73.0,0.0,haze,Moderate,10.26,28.96666667
36.0,4.8,26.481547,80.299775,26.531547,80.349775,Buffet ,scooter ,25.66,42.0,0.0,clear sky,Moderate,10.63,25.61666667
31.0,4.5,21.157729,72.768726,21.237729,72.848726,Buffet ,scooter ,22.99,43.0,0.0,clear sky,Moderate,14.17,31.46666667
22.0,4.1,17.411028,78.329645,17.521028,78.439645,Snack ,motorcycle ,21.21,65.0,0.0,broken clouds,Very High,23.87,57.61666667
35.0,4.4,0.0,0.0,0.11,0.11,Snack ,motorcycle ,26.27,84.0,0.0,overcast clouds,High,13.4,35.98333333
24.0,4.1,26.481547,80.299775,26.531547,80.349775,Meal ,motorcycle ,25.19,43.0,0.0,clear sky,Moderate,10.63,23.81666667
31.0,4.9,12.979096,77.640625,13.049096,77.710625,Drinks ,scooter ,22.6,73.0,0.0,haze,High,12.5,46.3
28.0,4.7,22.751857,75.866699,22.771857,75.886699,Snack ,scooter ,22.18,60.0,0.0,haze,Low,3.93,18.96666667
31.0,5.0,18.546258,73.904337,18.586258,73.944337,Buffet ,electric_scooter ,23.03,48.0,0.0,clear sky,Moderate,10.22,27.86666667
30.0,4.7,11.025083,77.015393,11.085083,77.075393,Snack ,scooter ,24.94,73.0,0.0,mist,Moderate,12.76,34.7
21.0,5.0,26.846156,75.8023,26.876156,75.8323,Snack ,motorcycle ,22.91,46.0,0.0,haze,Low,6.04,17.48333333
37.0,4.8,12.970221,77.645396,13.100221,77.775396,Buffet ,motorcycle ,22.15,73.0,0.0,haze,Very High,24.05,49.63333333
20.0,3.1,25.454648,81.834502,25.594648,81.974502,Meal ,motorcycle ,21.74,56.0,0.0,clear sky,Very High,28.06,58.95
29.0,4.6,0.0,0.0,0.06,0.06,Drinks ,scooter ,26.33,82.0,0.36,light rain,High,13.4,35.98333333
25.0,4.3,12.978453,77.643685,12.998453,77.663685,Drinks ,motorcycle ,22.99,72.0,0.0,haze,Low,4.96,25.81666667
38.0,4.9,17.430448,78.418213,17.460448,78.448213,Drinks ,motorcycle ,22.95,60.0,0.0,haze,Moderate,8.47,34.21666667
27.0,5.0,18.55144,73.804855,18.59144,73.844855,Buffet ,motorcycle ,19.2,65.0,0.0,clear sky,Moderate,8.69,26.48333333
23.0,4.7,13.066762,80.251865,13.076762,80.261865,Meal ,motorcycle ,28.28,81.0,0.0,mist,Very Low,4.56,11.7
33.0,4.8,11.003681,76.975525,11.093681,77.065525,Drinks ,motorcycle ,26.0,65.0,0.0,haze,High,16.82,43.68333333
23.0,4.7,23.357804,85.325146,23.447804,85.415146,Buffet ,scooter ,20.18,83.0,0.0,mist,High,19.02,36.86666667
35.0,4.7,21.160522,72.771477,21.170522,72.781477,Buffet ,electric_scooter ,23.91,44.0,0.0,clear sky,Very Low,1.88,8.266666667
37.0,4.8,18.593481,73.785901,18.643481,73.835901,Snack ,motorcycle ,18.98,65.0,0.0,clear sky,Moderate,9.99,25.31666667
32.0,4.9,19.091458,72.827808,19.131458,72.867808,Drinks ,scooter ,27.77,57.0,0.0,smoke,Moderate,12.03,44.56666667
36.0,4.8,26.921411,75.793604,26.971411,75.843604,Drinks ,scooter ,22.95,46.0,0.0,haze,Moderate,11.38,39.76666667
26.0,4.9,12.284747,76.625861,12.344747,76.685861,Buffet ,scooter ,18.22,81.0,0.0,broken clouds,Moderate,14.53,31.75
22.0,4.5,0.0,0.0,0.04,0.04,Buffet ,scooter ,26.28,85.0,0.0,broken clouds,High,13.4,35.98333333
30.0,4.2,30.905562,75.832841,30.975562,75.902841,Drinks ,motorcycle ,23.67,39.0,0.0,clear sky,High,20.2,48.4
38.0,4.7,12.323225,76.630028,12.413225,76.720028,Drinks ,electric_scooter ,20.76,68.0,0.0,clear sky,High,17.77,41.35
28.0,4.8,21.17106,72.789292,21.19106,72.809292,Buffet ,motorcycle ,23.61,44.0,0.0,clear sky,Very Low,3.3,12.11666667
24.0,4.7,-30.902872,75.826808,30.972872,75.896808,Meal ,motorcycle ,18.88,56.0,0.0,clear sky,High,13.4,35.98333333
20.0,4.6,13.066762,80.251865,13.076762,80.261865,Buffet ,motorcycle ,26.41,88.0,0.0,mist,Very Low,4.52,13.95
31.0,4.8,19.254567,72.848923,19.274567,72.868923,Snack ,scooter ,27.02,47.0,0.0,clear sky,Low,5.17,24.61666667
23.0,4.6,22.751857,75.866699,22.811857,75.926699,Drinks ,scooter ,22.19,60.0,0.0,haze,Moderate,11.53,36.6
20.0,4.8,19.003517,72.82765,19.013517,72.83765,Snack ,motorcycle ,27.03,44.0,0.0,smoke,Low,4.15,25.88333333
29.0,4.6,21.149569,72.772697,21.209569,72.832697,Drinks ,motorcycle ,24.93,73.0,0.0,mist,Moderate,12.53,36.23333333
21.0,4.7,19.121999,72.908493,19.231999,73.018493,Drinks ,motorcycle ,27.05,48.0,0.0,clear sky,High,20.97,51.53333333
29.0,4.9,19.091458,72.827808,19.111458,72.847808,Meal ,motorcycle ,27.96,57.0,0.0,smoke,Moderate,5.54,30.93333333
31.0,5.0,26.914142,75.805704,26.954142,75.845704,Snack ,electric_scooter ,19.81,68.0,0.0,haze,Low,7.89,24.3
39.0,4.0,18.530963,73.828972,18.600963,73.898972,Meal ,scooter ,22.91,49.0,0.0,clear sky,High,13.88,38.8
32.0,3.5,26.766536,75.837333,26.876536,75.947333,Snack ,scooter ,24.16,46.0,0.0,haze,High,33.29,43.26666667
39.0,4.6,30.914057,75.83982,30.944057,75.86982,Drinks ,scooter ,18.9,57.0,0.0,clear sky,Moderate,7.95,31.85
29.0,4.8,23.374878,85.335739,23.404878,85.365739,Buffet ,motorcycle ,20.05,83.0,0.0,mist,Moderate,6.03,26.03333333
26.0,4.6,22.311844,73.165081,22.361844,73.215081,Buffet ,motorcycle ,26.01,57.0,0.0,haze,Moderate,11.75,26.61666667
23.0,4.7,26.911378,75.789034,27.051378,75.929034,Snack ,motorcycle ,19.91,47.0,0.0,clear sky,Very High,28.89,62.56666667
20.0,4.5,19.876994,75.372353,19.916994,75.412353,Snack ,motorcycle ,21.81,60.0,0.0,haze,Moderate,9.33,32.35
38.0,4.9,12.334022,76.618203,12.344022,76.628203,Meal ,scooter ,18.04,81.0,0.0,scattered clouds,Very Low,2.15,9.116666667
27.0,4.8,30.895817,75.813112,30.975817,75.893112,Buffet ,motorcycle ,18.78,57.0,0.0,clear sky,High,20.52,36.33333333
38.0,4.8,21.170798,72.790489,21.230798,72.850489,Snack ,motorcycle ,23.01,43.0,0.0,clear sky,Moderate,11.71,30.98333333
24.0,4.5,18.546258,73.904337,18.576258,73.934337,Snack ,scooter ,22.96,48.0,0.0,clear sky,Low,6.27,23.53333333
26.0,4.7,21.149669,72.772629,21.219669,72.842629,Drinks ,scooter ,23.05,43.0,0.0,clear sky,Moderate,14.03,38.43333333
29.0,4.6,12.913041,77.683237,12.973041,77.743237,Meal ,motorcycle ,19.77,93.0,0.0,mist,High,16.17,43.18333333
29.0,4.9,30.899584,75.809346,30.949584,75.859346,Snack ,motorcycle ,18.91,57.0,0.0,clear sky,Moderate,13.99,28.5
32.0,4.8,18.539299,73.897902,18.599299,73.957902,Meal ,motorcycle ,23.03,48.0,0.0,clear sky,High,17.55,36.26666667
39.0,3.7,22.751857,75.866699,22.831857,75.946699,Meal ,scooter ,17.19,72.0,0.0,haze,High,19.3,45.28333333
24.0,4.3,9.985697,76.281128,9.995697,76.291128,Buffet ,motorcycle ,27.0,79.0,0.0,clear sky,Very Low,2.55,10.7
29.0,4.9,23.351058,85.325731,23.381058,85.355731,Drinks ,motorcycle ,21.14,78.0,0.0,mist,Low,6.09,32.56666667
30.0,4.7,0.0,0.0,0.03,0.03,Snack ,motorcycle ,26.27,82.0,0.43,light rain,High,13.4,35.98333333
29.0,4.6,21.149669,72.772629,21.219669,72.842629,Meal ,motorcycle ,23.11,43.0,0.0,clear sky,Moderate,14.03,29.61666667
21.0,4.8,12.933284,77.615428,12.983284,77.665428,Meal ,scooter ,23.18,72.0,0.0,haze,High,13.11,33.21666667
28.0,4.7,0.0,0.0,0.01,0.01,Snack ,motorcycle ,26.29,85.0,0.12,light rain,High,13.4,35.98333333
36.0,4.8,23.374878,85.335739,23.384878,85.345739,Buffet ,scooter ,21.04,78.0,0.0,mist,Very Low,3.05,14.81666667
35.0,3.7,12.284747,76.625861,12.354747,76.695861,Buffet ,scooter ,20.61,67.0,0.0,clear sky,High,16.95,41.15
24.0,4.6,21.157729,72.768726,21.197729,72.808726,Meal ,scooter ,23.38,43.0,0.0,clear sky,Low,7.87,17.58333333
24.0,4.6,18.569156,73.774723,18.629156,73.834723,Buffet ,scooter ,22.46,50.0,0.0,clear sky,High,15.37,42.95
36.0,4.9,17.451976,78.385883,17.491976,78.425883,Meal ,motorcycle ,22.9,60.0,0.0,haze,Moderate,10.64,29.21666667
39.0,4.7,18.563934,73.915367,18.623935,73.975367,Drinks ,motorcycle ,19.36,65.0,0.0,clear sky,High,14.96,47.6
23.0,4.2,22.744648,75.894377,22.874648,76.024377,Drinks ,motorcycle ,17.24,53.0,0.0,clear sky,Very High,31.62,59.95
22.0,4.4,18.593481,73.785901,18.633481,73.825901,Meal ,motorcycle ,22.46,50.0,0.0,clear sky,Low,8.31,20.81666667
24.0,4.2,22.514585,88.39331,22.584585,88.46331,Drinks ,scooter ,28.03,65.0,0.0,haze,Moderate,14.09,38.61666667
38.0,4.9,21.175104,72.804342,21.255104,72.884342,Meal ,motorcycle ,22.89,43.0,0.0,clear sky,High,15.16,33.63333333
25.0,4.5,26.956431,75.776649,26.966431,75.786649,Snack ,motorcycle ,19.49,68.0,0.0,haze,Very Low,2.44,12.91666667
29.0,4.6,-18.520016,-73.830547,18.570016,73.880547,Buffet ,scooter ,22.63,50.0,0.0,clear sky,High,13.4,35.98333333
38.0,4.9,23.351058,85.325731,23.401058,85.375731,Meal ,scooter ,17.59,68.0,0.0,clear sky,Moderate,9.57,22.76666667
26.0,4.6,13.058616,80.264151,13.078616,80.284151,Meal ,motorcycle ,26.44,88.0,0.0,mist,Low,5.09,19.06666667
31.0,4.0,22.311603,73.165012,22.421603,73.275012,Drinks ,scooter ,23.92,64.0,0.0,haze,High,20.24,45.83333333
37.0,4.9,26.471617,80.313564,26.531617,80.373564,Snack ,motorcycle ,21.8,55.0,0.0,clear sky,High,16.11,40.55
24.0,4.4,27.161661,78.011544,27.241661,78.091544,Meal ,scooter ,21.83,50.0,0.0,clear sky,High,18.98,36.25
23.0,4.6,12.337928,76.617889,12.357928,76.637889,Drinks ,motorcycle ,20.7,66.0,0.0,clear sky,Low,4.48,21.73333333
26.0,4.8,18.53408,73.89852,18.59408,73.95852,Snack ,motorcycle ,22.98,48.0,0.0,clear sky,High,17.5,45.21666667
24.0,4.1,23.351489,85.324253,23.371489,85.344253,Buffet ,motorcycle ,17.74,68.0,0.0,clear sky,Low,4.19,19.66666667
29.0,4.6,18.536718,73.830327,18.566719,73.860327,Buffet ,motorcycle ,22.94,49.0,0.0,clear sky,Low,7.5,22.6
37.0,4.7,22.31279,73.170283,22.35279,73.210283,Snack ,electric_scooter ,22.83,43.0,0.0,clear sky,Low,9.07,23.4
34.0,4.5,22.745049,75.892471,22.855049,76.002471,Meal ,motorcycle ,22.29,43.0,0.0,clear sky,High,23.69,44.18333333
35.0,4.5,17.455894,78.375467,17.505894,78.425467,Drinks ,scooter ,21.2,65.0,0.0,broken clouds,Moderate,11.6,39.11666667
37.0,4.3,22.753659,75.903365,22.823659,75.973365,Drinks ,scooter ,17.23,53.0,0.0,clear sky,Moderate,14.82,35.6
29.0,4.8,13.029198,77.570997,13.109198,77.650997,Meal ,scooter ,18.84,93.0,0.0,fog,High,17.58,37.85
25.0,4.6,17.451976,78.385883,17.511976,78.445883,Snack ,electric_scooter ,22.74,60.0,0.0,haze,Moderate,12.73,35.03333333
22.0,5.0,12.981615,80.231598,13.041615,80.291598,Buffet ,motorcycle ,28.57,81.0,0.0,mist,Moderate,12.07,31.41666667
27.0,4.6,26.47775,80.351569,26.58775,80.461569,Drinks ,motorcycle ,22.97,43.0,0.0,clear sky,Very High,23.89,57.01666667
36.0,4.9,11.022298,76.998349,11.152298,77.128349,Buffet ,scooter ,26.27,65.0,0.0,haze,Very High,31.46,49.15
27.0,4.6,22.732225,75.874765,22.802225,75.944765,Meal ,motorcycle ,17.17,72.0,0.0,haze,High,14.82,32.01666667
37.0,4.9,12.975996,80.221898,13.055996,80.301898,Snack ,scooter ,26.52,88.0,0.0,mist,High,15.71,41.21666667
23.0,4.4,9.960846,76.293936,10.040846,76.373936,Drinks ,motorcycle ,23.01,94.0,0.0,mist,High,17.1,51.23333333
39.0,4.8,26.913483,75.803139,27.003483,75.893139,Meal ,scooter ,19.98,46.0,0.0,clear sky,High,16.4,35.53333333
24.0,4.9,17.431668,78.408321,17.521668,78.498321,Meal ,scooter ,22.63,60.0,0.0,haze,Very High,21.45,55.2
35.0,4.8,22.308096,73.167753,22.358096,73.217753,Buffet ,motorcycle ,26.01,57.0,0.0,haze,Moderate,12.86,26.41666667
33.0,4.7,23.266261,77.379605,23.306261,77.419605,Meal ,motorcycle ,22.69,41.0,0.0,clear sky,Moderate,12.66,27.48333333
22.0,4.9,17.45971,78.368855,17.48971,78.398855,Meal ,scooter ,23.73,57.0,0.0,haze,Low,6.97,17.98333333
35.0,4.9,11.008638,76.984311,11.028638,77.004311,Drinks ,motorcycle ,25.88,73.0,0.0,haze,Low,4.59,24.41666667
30.0,4.2,18.539299,73.897902,18.609299,73.967902,Meal ,motorcycle ,23.09,48.0,0.0,clear sky,Very High,17.82,48.71666667
28.0,4.8,12.352058,76.60665,12.392058,76.64665,Drinks ,scooter ,20.75,67.0,0.0,clear sky,Moderate,10.51,33.28333333
36.0,4.8,13.026279,80.174568,13.076279,80.224568,Drinks ,scooter ,26.35,88.0,0.0,mist,High,10.63,56.1
37.0,4.8,11.006686,76.951736,11.086686,77.031736,Snack ,motorcycle ,25.94,65.0,0.0,haze,High,17.81,47.16666667
32.0,4.9,11.001852,76.976268,11.011852,76.986268,Snack ,motorcycle ,25.93,73.0,0.0,haze,Low,3.04,16.03333333
33.0,4.6,23.354422,85.3329,23.364422,85.3429,Drinks ,scooter ,20.08,83.0,0.0,mist,Very Low,1.83,18.38333333
23.0,5.0,12.975377,77.696664,13.035377,77.756664,Meal ,motorcycle ,22.62,73.0,0.0,haze,High,19.97,36.05
38.0,4.8,19.103249,72.846749,19.133249,72.876749,Buffet ,motorcycle ,26.63,44.0,0.0,smoke,Moderate,7.28,30.05
26.0,3.9,22.761226,75.887522,22.791226,75.917522,Meal ,motorcycle ,17.16,72.0,0.0,haze,Moderate,7.01,22.85
21.0,5.0,26.472001,80.354002,26.492001,80.374002,Meal ,motorcycle ,21.79,55.0,0.0,clear sky,Moderate,7.23,30.53333333
29.0,4.6,17.455894,78.375467,17.485894,78.405467,Snack ,electric_scooter ,21.27,65.0,0.0,broken clouds,Moderate,9.45,26.76666667
32.0,3.7,21.186608,72.794136,21.256608,72.864136,Drinks ,scooter ,24.93,44.0,0.0,clear sky,Moderate,12.01,39.8
32.0,4.7,11.024839,77.007003,11.034839,77.017003,Meal ,scooter ,25.87,73.0,0.0,haze,Very Low,2.29,8.466666667
35.0,4.8,19.874103,75.368419,19.904103,75.398419,Buffet ,scooter ,17.88,82.0,0.0,mist,Low,6.11,20.35
36.0,4.7,13.022394,80.242439,13.052394,80.272439,Buffet ,electric_scooter ,26.46,88.0,0.0,mist,Low,6.1,22.41666667
32.0,4.4,27.158822,78.045359,27.228822,78.115359,Snack ,motorcycle ,25.53,38.0,0.0,clear sky,Moderate,17.43,30.36666667
28.0,4.9,17.424114,78.347554,17.554114,78.477554,Meal ,motorcycle ,21.19,65.0,0.0,broken clouds,Very High,30.66,62.26666667
29.0,4.6,0.0,0.0,0.01,0.01,Drinks ,motorcycle ,26.29,85.0,0.12,light rain,High,13.4,35.98333333
32.0,4.4,19.874103,75.368419,19.964103,75.458419,Meal ,scooter ,20.81,60.0,0.0,haze,Very High,21.22,48.73333333
30.0,4.9,17.426228,78.407495,17.456228,78.437495,Drinks ,electric_scooter ,23.94,57.0,0.0,haze,Moderate,8.03,35.78333333
29.0,4.6,-13.086438,80.220672,13.116438,80.250672,Drinks ,scooter ,28.42,81.0,0.0,mist,High,13.4,35.98333333
22.0,4.8,22.751857,75.866699,22.861857,75.976699,Meal ,motorcycle ,22.29,43.0,0.0,clear sky,High,19.17,42.86666667
37.0,4.5,12.321214,76.621094,12.431214,76.731094,Drinks ,motorcycle ,20.62,67.0,0.0,clear sky,High,22.84,44.16666667
39.0,4.7,18.563934,73.915367,18.673935,74.025367,Buffet ,motorcycle ,19.47,65.0,0.0,clear sky,Very High,25.16,53.78333333
35.0,4.7,0.0,0.0,0.07,0.07,Buffet ,motorcycle ,26.28,84.0,0.0,broken clouds,High,13.4,35.98333333
33.0,4.6,19.103249,72.846749,19.143249,72.886749,Drinks ,motorcycle ,26.84,44.0,0.0,smoke,Moderate,8.18,39.38333333
37.0,4.6,11.003008,76.97544,11.083009,77.05544,Meal ,scooter ,25.99,73.0,0.0,haze,High,15.72,33.53333333
20.0,4.9,22.745049,75.892471,22.815049,75.962471,Meal ,scooter ,23.21,60.0,0.0,haze,High,16.64,33.13333333
29.0,4.6,18.994237,72.825553,19.014237,72.845553,Drinks ,scooter ,26.99,44.0,0.0,smoke,Low,5.87,33.88333333
28.0,4.9,26.914142,75.805704,27.054142,75.945704,Drinks ,scooter ,19.93,47.0,0.0,clear sky,Very High,27.74,60.68333333
28.0,4.7,26.849596,75.800512,26.869596,75.820512,Buffet ,scooter ,23.62,46.0,0.0,haze,Low,4.79,17.0
34.0,4.6,17.438263,78.397865,17.518263,78.477865,Snack ,scooter ,22.81,60.0,0.0,haze,High,19.76,46.18333333
32.0,4.0,18.533811,73.899315,18.613811,73.979315,Drinks ,motorcycle ,19.26,65.0,0.0,clear sky,Very High,19.65,55.95
26.0,4.3,19.254567,72.848923,19.274567,72.868923,Meal ,motorcycle ,28.02,56.0,0.0,clear sky,Low,5.35,18.43333333
29.0,4.6,10.96185,76.971082,11.02185,77.031082,Meal ,motorcycle ,24.99,73.0,0.0,mist,High,14.95,44.88333333
31.0,3.5,26.846156,75.8023,26.926156,75.8823,Buffet ,motorcycle ,19.98,68.0,0.0,haze,High,18.08,44.35
22.0,4.7,12.972793,80.249982,13.042793,80.319982,Snack ,motorcycle ,28.51,81.0,0.0,mist,Very High,17.33,53.5
25.0,4.9,22.725835,75.887648,22.815835,75.977648,Snack ,scooter ,17.23,53.0,0.0,clear sky,High,19.36,37.68333333
35.0,4.9,11.000762,76.981876,11.060762,77.041876,Drinks ,motorcycle ,25.97,65.0,0.0,haze,Moderate,11.89,35.4
36.0,4.9,22.695207,75.866059,22.755207,75.926059,Snack ,scooter ,22.05,60.0,0.0,haze,High,11.67,38.55
23.0,2.8,30.88722,75.804893,30.95722,75.874893,Snack ,motorcycle ,23.81,38.0,0.0,clear sky,Moderate,14.5,33.73333333
31.0,4.1,22.32,73.17,22.41,73.26,Meal ,scooter ,22.54,44.0,0.0,clear sky,Moderate,17.36,26.6
36.0,4.9,22.307898,73.167788,22.377898,73.237788,Drinks ,motorcycle ,22.66,43.0,0.0,clear sky,Moderate,13.66,37.78333333
33.0,4.9,12.321214,76.621094,12.341214,76.641094,Meal ,motorcycle ,18.13,81.0,0.0,broken clouds,Low,5.03,19.86666667
34.0,3.8,30.893234,75.82172,31.023234,75.95172,Meal ,scooter ,23.46,39.0,0.0,clear sky,Very High,43.47,52.83333333
35.0,3.7,15.576683,73.75575,15.686683,73.86575,Meal ,motorcycle ,28.33,67.0,0.0,scattered clouds,High,24.13,40.8
24.0,4.9,21.185047,72.80859,21.205047,72.82859,Buffet ,motorcycle ,23.23,43.0,0.0,clear sky,Low,5.44,16.95
37.0,4.7,21.157729,72.768726,21.217729,72.828726,Snack ,motorcycle ,24.94,73.0,0.0,mist,Moderate,11.45,36.95
23.0,4.7,13.027018,80.254791,13.057018,80.284791,Snack ,scooter ,28.42,81.0,0.0,mist,Moderate,6.18,29.88333333
31.0,4.0,23.359194,85.325447,23.449194,85.415447,Drinks ,scooter ,20.16,83.0,0.0,mist,High,18.5,48.15
37.0,4.6,0.0,0.0,0.01,0.01,Buffet ,motorcycle ,26.29,85.0,0.12,light rain,High,13.4,35.98333333
26.0,4.6,22.527893,88.368628,22.637893,88.478628,Drinks ,motorcycle ,27.97,65.0,0.0,haze,Very High,23.56,57.6
38.0,4.3,12.337928,76.617889,12.447928,76.727889,Buffet ,scooter ,20.62,67.0,0.0,clear sky,Moderate,20.68,29.58333333
22.0,4.6,11.022477,76.995667,11.132477,77.105667,Meal ,motorcycle ,26.15,73.0,0.0,haze,High,21.28,43.78333333
29.0,4.7,12.949934,77.699386,13.019934,77.769386,Drinks ,motorcycle ,19.62,93.0,0.0,mist,High,14.79,51.18333333
26.0,4.8,22.311844,73.165081,22.381844,73.235081,Buffet ,scooter ,25.99,57.0,0.0,haze,Moderate,13.87,29.46666667
33.0,4.9,23.359407,85.325055,23.419407,85.385055,Drinks ,motorcycle ,16.27,94.0,0.0,mist,High,11.78,43.76666667
25.0,4.9,22.31279,73.170283,22.37279,73.230283,Buffet ,motorcycle ,22.74,43.0,0.0,clear sky,Moderate,12.51,29.93333333
32.0,4.9,22.725835,75.887648,22.855835,76.017648,Buffet ,motorcycle ,17.29,53.0,0.0,clear sky,Very High,27.38,48.98333333
33.0,4.8,18.554382,73.798206,18.624382,73.868206,Buffet ,motorcycle ,18.97,65.0,0.0,clear sky,Very High,17.97,49.03333333
29.0,4.3,12.934365,77.616155,12.974365,77.656155,Meal ,scooter ,19.66,91.0,0.0,mist,High,10.93,36.43333333
22.0,4.6,19.120083,72.907385,19.210083,72.997385,Snack ,motorcycle ,28.04,57.0,0.0,smoke,High,18.59,42.51666667
39.0,4.9,30.340722,78.060221,30.350722,78.070221,Snack ,scooter ,17.44,76.0,0.0,clear sky,Very Low,2.04,13.15
37.0,3.7,13.045479,80.23311,13.175479,80.36311,Meal ,scooter ,28.28,86.0,0.64,light rain,Very High,30.4,35.98333333
37.0,4.9,0.0,0.0,0.02,0.02,Snack ,scooter ,26.25,83.0,0.45,light rain,High,13.4,35.98333333
28.0,4.8,19.103249,72.846749,19.163249,72.906749,Meal ,motorcycle ,26.69,44.0,0.0,smoke,Very High,19.24,52.8
31.0,4.9,10.027364,76.308258,10.067364,76.348258,Drinks ,scooter ,25.16,85.0,0.41,light rain,Low,7.39,35.98333333
21.0,4.7,26.902908,75.792934,26.922908,75.812934,Meal ,motorcycle ,23.62,46.0,0.0,haze,Low,3.77,12.31666667
37.0,4.9,0.0,0.0,0.09,0.09,Buffet ,motorcycle ,26.27,84.0,0.0,broken clouds,High,13.4,35.98333333
